Id	Remarks	Name	ShowName	Level	NpcType	NpcFigure	Portrait	Scale	ParticleScale	CauseStiff	AcceptStiff	AcceptStiffEffect	AddHpMax	AddEpMax	AddAd	AddADp	AddMDp	AddCri	AddPow	AddBackHitPow	AddCrackPow	AddHpRecover	AddEpRecover	AddSpd	AddWalkSpd	AddFireDam	AddFireErd	AddIceDam	AddIceErd	AddPoisonDam	AddPoisonErd	AddWeight	AddRps	AddAttackRange	SuperArmor	ViewRange	GohomeRange	ReleaseTime	IsRange	SkillList	DeadSkill	CanMove	CanHitMove	CanRotate	Model	ActionId	BornEffect	BornEffectTime	BornAnimTime	BornEffect	MeetEnemyImpact	MeetEnemyStayTime	MeetEnemyWalkTime	TauntSound	HitSound	IsAttachControler	AttachNodeName	CanBomb	Cross2StandTime	Cross2RunTime	DeadAnimTime	AvoidanceRadius	ShapeType	ShapeParamNum	ShapeParamName0	ShapeParam0	ShapeParamName1	ShapeParam1	ShapeParamName2	ShapeParam2	ShapeParamName3	ShapeParam3	ShapeParamName4	ShapeParam4	ShapeParamName5	ShapeParam5	ShapeParamName6	ShapeParam6	ShapeParamName7	ShapeParam7
#¾çÇé¹Ø5-9																																																																																
105901	Ê¥ÎÀ¾ü³¤Ã¬±ø	Ê¥ÎÀ³¤Ã¬±ø		43	0	0	G3022			FALSE			4645200	10000	69400	10750	10750	5	150	105	105	0	0	345	112	0	43000	0	43000	0	43000	0	50	600	FALSE	15	1000	400	TRUE	320204|320205		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJSpear_01	3022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
105902	Ê¥ÎÀ¾ü·ÉÂÖ±ø	Ê¥ÎÀ·ÉÂÖ±ø		43	0	0	G3023			FALSE			3716200	10000	76400	10750	10750	5	150	105	105	0	0	345	112	0	43000	0	43000	0	43000	0	50	600	FALSE	15	1000	400	TRUE	320206|320207		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJFlywheel_01	3023	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
105903	×³ºº¼ÓÅ©ÅÚ¾«Ó¢	½ð¿øÅÚ±ø		43	0	2	G1062	1.3		FALSE			37161600	10000	96800	21500	21500	5	150	105	105	0	0	345	112	0	43000	0	43000	0	43000	0	50	600	FALSE	15	1000	400	TRUE	300601|300603		TRUE	TRUE	TRUE	Monster/Campaign_Wild/06_BlackSmith/5_Mon_KACannon_01	1062	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
105904	Ó°ÈÐ´Ì¿Í¾«Ó¢	Ó°ÈÐ´Ì¿Í		43	0	2	G3031	1.2		TRUE			19161600	10000	90800	21500	21500	5	150	105	105	0	0	345	112	0	43000	0	43000	0	43000	0	50	600	FALSE	15	1000	400	TRUE	320301|320302|320303|320308|320309		TRUE	TRUE	TRUE	Monster/Campaign_Desert/03_Assassin/5_Mon_Assassin_01	3031	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
105905	Ó°ÈÐ·ÉïÚ¾«Ó¢	Ó°ÈÐÉ±ÊÖ		43	0	2	G3032	1.2		TRUE			16161600	10000	99000	21500	21500	5	150	105	105	0	0	345	112	0	43000	0	43000	0	43000	0	50	600	FALSE	15	1000	400	TRUE	320304|320305|320306|320308|320309		TRUE	TRUE	TRUE	Monster/Campaign_Desert/03_Assassin/5_Mon_Assassin_02	3032	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
105906	ÒÁÄÈ	ÒÁÄÈ		43	0	2	G5014	1.1		TRUE			37161600	10000	128800	21500	21500	25	170	150	150	0	0	550	150	0	43000	0	43000	0	43000	0	50	600	FALSE	15	1000	400	TRUE	400001|400002|400003|400004|400005|400006|400101|400201|400301|400401|400402|400403|400404|400501|400601		TRUE	TRUE	TRUE	Monster/BOSS/5_IP_YiNa_01	5014	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø6-1																																																																																
106101	¸«Í·²¼Â³·ò	¸ç²¼ÁÖ¸«ÊÖ		44	0	0	G1011	1.1		FALSE			4806300	10000	70700	11000	11000	5	150	105	105	0	0	300	100	0	44000	0	44000	0	44000	0	50	200	FALSE	7	1000	400	TRUE	300103|300104		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106102	ÖÀÃ¬²¼Â³·ò	¸ç²¼ÁÖÃ¬±ø		44	0	0	G1012	1.1		FALSE			3845100	10000	77800	11000	11000	5	150	105	105	0	0	300	100	0	44000	0	44000	0	44000	0	50	200	FALSE	10	1000	400	TRUE	300105		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106103	²¼Â³·ò¾«Ó¢¹Ö	¸ç²¼ÁÖ¾«Ó¢		44	0	1	G1013	1.4		TRUE			20450400	10000	92400	22000	22000	5	150	105	105	0	0	500	200	0	44000	0	44000	0	44000	0	50	200	FALSE	7	1000	400	TRUE	300101|300102		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_03	1013					30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106104	×Ý»ð²¼Â³·ò	¸ç²¼ÁÖ»ðÍ½		44	0	0	G1014	1		FALSE			3545100	10000	83800	11000	11000	5	150	105	105	0	0	300	100	0	44000	0	44000	0	44000	0	50	200	FALSE	10	1000	3000	TRUE	300106	300123	TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106105	¸ç²¼ÁÖboss	¸ç²¼ÁÖÇõ³¤		44	0	2	G1015	1.5		TRUE			38450400	10000	132400	22000	22000	5	150	105	105	0	0	500	200	0	44000	0	44000	0	44000	0	50	200	FALSE	13	1000	400	TRUE	300111|300112|300113|300114|300115		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Boss_Goblin_01	1015						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø6-2																																																																																
106201	¿ó¹¤³úÍ·	¿ó¹¤ÍÚ¾òÕß		45	0	0	G2031						5964300	10000	63300	11250	11250	5	150	105	105	0	0	345	112	0	45000	0	45000	0	45000	0	50	600	FALSE	7	1000	400	TRUE	310303|310304		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_HoeMiner_01	2031						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106202	¸«Í·²¼Â³·ò	¸ç²¼ÁÖ¸«ÊÖ		45	0	0	G1011	1.1		FALSE			4970200	10000	71900	11250	11250	5	150	105	105	0	0	300	100	0	45000	0	45000	0	45000	0	50	200	FALSE	7	1000	400	TRUE	300103|300104		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106203	ÖÀÃ¬²¼Â³·ò	¸ç²¼ÁÖÃ¬±ø		45	0	0	G1012	1.1		FALSE			3976200	10000	79100	11250	11250	5	150	105	105	0	0	300	100	0	45000	0	45000	0	45000	0	50	200	FALSE	10	1000	400	TRUE	300105		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106204	²¼Â³·ò¾«Ó¢¹Ö	¸ç²¼ÁÖ¾«Ó¢		45	0	1	G1013	1.4		TRUE			20761600	10000	103800	22500	22500	5	150	105	105	0	0	500	200	0	45000	0	45000	0	45000	0	50	200	FALSE	7	1000	400	TRUE	300101|300102		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_03	1013					30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106205	É³Ä®¾ÞÊ¯BOSS	¾ÞÊ¯Í·Áì		45	0	0	G3061	1.3			FALSE		39761600	10000	143800	22500	22500	25	170	150	150	0	0	112	112	0	45000	0	45000	0	45000	0	50	600	FALSE	10	1000	400	TRUE	320601|320602|320603|320604		TRUE	TRUE	TRUE	Monster/Campaign_Desert/06_Rock/5_Boss_YanShiGuai_01	3061						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø6-3																																																																																
106301	ÍÐÀµ±ÙÂê½£¶Ü±ø	µ¶·æ½£¶Ü±ø		46	0		G3012			FALSE	TRUE		6277200	10000	65500	11500	11500	5	150	105	105	0	0	345	112	0	46000	0	46000	0	46000	0	50	600	FALSE	10	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106302	ÍÐÀµ±ÙÂê³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		46	0		G3012			FALSE	TRUE		5231000	10000	74400	11500	11500	5	150	105	105	0	0	345	112	0	46000	0	46000	0	46000	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106303	Ê¥ÎÀ¾ü·ÉÂÖ±ø	Ê¥ÎÀ·ÉÂÖ±ø		46	0		G3023			FALSE	TRUE		4184800	10000	81900	11500	11500	5	150	105	105	0	0	345	112	0	46000	0	46000	0	46000	0	50	600	FALSE	10	1000	400	TRUE	320206|320207		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJFlywheel_01	3023	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106305	Ó°ÈÐ´Ì¿Í	Ó°ÈÐ´Ì¿Í		46	0	0	G3031			TRUE	TRUE		21848000	10000	108800	23000	23000	5	150	105	105	0	0	345	112	0	46000	0	46000	0	46000	0	50	600	FALSE	10	1000	400	TRUE	320301|320302|320303|320308|320309		TRUE	TRUE	TRUE	Monster/Campaign_Desert/03_Assassin/5_Mon_Assassin_01	3031						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106306	Ó°ÈÐ·ÉïÚ	Ó°ÈÐÉ±ÊÖ		46	0	0	G3032			TRUE	TRUE		18848000	10000	118800	23000	23000	5	150	105	105	0	0	345	112	0	46000	0	46000	0	46000	0	50	600	FALSE	10	1000	400	TRUE	320304|320305|320306|320308|320309		TRUE	TRUE	TRUE	Monster/Campaign_Desert/03_Assassin/5_Mon_Assassin_02	3032						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106307	ÖìÂå·ò£¨BOSS£©	ÖìÂå·ò		46	0	2	G3012	1.1		TRUE	TRUE		41848000	10000	148800	23000	23000	25	170	150	150	0	0	345	112	0	46000	0	46000	0	46000	0	50	600	FALSE	10	1000	400	TRUE	380401|380402|380403|380404|380405|380406|380407		TRUE	TRUE	TRUE	Monster/Boss/5_Boss_DaZhuang_01	5016						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø6-4																																																																																
106401	ÍÐÀµ±ÙÂê½£¶Ü±ø	µ¶·æ½£¶Ü±ø		47	0		G3012			FALSE	TRUE		6482000	10000	66700	11750	11750	5	150	105	105	0	0	345	112	0	47000	0	47000	0	47000	0	50	600	FALSE	10	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106402	ÍÐÀµ±ÙÂê³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		47	0		G3012			FALSE	TRUE		5401600	10000	75700	11750	11750	5	150	105	105	0	0	345	112	0	47000	0	47000	0	47000	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106403	ÍÐÀµ±ÙÂêåó¼ý±ø	µ¶·æåó¼ý±ø		47	0		G3013			FALSE	TRUE		4321300	10000	83300	11750	11750	5	150	105	105	0	0	345	112	0	47000	0	47000	0	47000	0	50	600	FALSE	10	1000	400	TRUE	320106|320107		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106404	ÍÐÀµ±ÙÂê±ù·¨Ê¦	³õ¼¶±ù·¨Ê¦		47	0	0	G3041			TRUE	TRUE		3821300	10000	90300	11750	11750	5	150	105	105	0	0	345	112	0	47000	0	47000	0	47000	0	50	600	FALSE	10	1000	400	TRUE	320401|320403|320400|3204001|3204002|3204003|3204004|3204005|3204006		TRUE	TRUE	TRUE	Monster/Campaign_Desert/04_Wizard/5_Mon_Pharaoh_01	3041						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106405	ÍÐÀµ±ÙÂê»ð·¨Ê¦	³õ¼¶»ð·¨Ê¦		47	0	0	G3042			TRUE	TRUE		3721300	10000	95300	11750	11750	5	150	105	105	0	0	345	112	0	47000	0	47000	0	47000	0	50	600	FALSE	10	1000	400	TRUE	320404|320406|320400|3204001|3204002|3204003|3204004|3204005|3204006		TRUE	TRUE	TRUE	Monster/Campaign_Desert/04_Wizard/5_Mon_Pharaoh_02	3042						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106406	ÍÐÀµ±ÙÂê±ù·¨Ê¦¾«Ó¢£¨¶àÖØº®±ù¼ý£©£¨BOSS£©	¶¥¼¶±ù·¨Ê¦		47	0	0	G3041	1.3		TRUE	TRUE		33212800	10000	131400	23500	23000	5	150	105	105	0	0	345	112	0	47000	0	47000	0	47000	0	50	600	FALSE	10	1000	400	TRUE	320401|320402|320403|320400|3204001|3204002|3204003|3204004|3204005|3204006		TRUE	TRUE	TRUE	Monster/Campaign_Desert/04_Wizard/5_Mon_Pharaoh_01	3041					30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106407	ÍÐÀµ±ÙÂê»ð·¨Ê¦¾«Ó¢£¨»ðÑæÂÝÐý£©£¨BOSS£©	¶¥¼¶»ð·¨Ê¦		47	0	0	G3042	1.3		TRUE	TRUE		33212800	10000	151400	23500	23000	5	150	105	105	0	0	345	112	0	47000	0	47000	0	47000	0	50	600	FALSE	10	1000	400	TRUE	320404|320405|320406|320400|3204001|3204002|3204003|3204004|3204005|3204006		TRUE	TRUE	TRUE	Monster/Campaign_Desert/04_Wizard/5_Mon_Pharaoh_02	3042					30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø6-5																																																																																
106501	ÍÐÀµ±ÙÂê½£¶Ü±ø	µ¶·æ½£¶Ü±ø		48	0	0	G3012			FALSE	TRUE		6689800	10000	67700	12000	12000	5	150	105	105	0	0	345	112	0	48000	0	48000	0	48000	0	50	600	FALSE	10	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106502	ÍÐÀµ±ÙÂê³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		48	0	0	G3012			FALSE	TRUE		5574800	10000	76900	12000	12000	5	150	105	105	0	0	345	112	0	48000	0	48000	0	48000	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106503	ÍÐÀµ±ÙÂêåó¼ý±ø	µ¶·æåó¼ý±ø		48	0	0	G3013			FALSE	TRUE		4459900	10000	84600	12000	12000	5	150	105	105	0	0	345	112	0	48000	0	48000	0	48000	0	50	600	FALSE	10	1000	400	TRUE	320106|320107		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106504	Ê¥ÎÀ¾ü·ÉÂÖ±ø	Ê¥ÎÀ·ÉÂÖ±ø		48	0	0	G3023			FALSE	TRUE		4759900	10000	88600	12000	12000	5	150	105	105	0	0	345	112	0	48000	0	48000	0	48000	0	50	600	FALSE	10	1000	400	TRUE	320206|320207		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJFlywheel_01	3023	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106511	Ê¥ÎÀ¾ü½£¶Ü±ø	Ê¥ÎÀ½£¶Ü±ø		48	0	1	G3021			TRUE	TRUE		6989800	10000	70700	12000	12000	5	150	105	105	0	0	345	112	0	48000	0	48000	0	48000	0	50	600	FALSE	10	1000	400	TRUE	320201|320202|320203		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJBlade_01	3021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106512	Ê¥ÎÀ¾ü³¤Ã¬±ø	Ê¥ÎÀ³¤Ã¬±ø		48	0	1	G3022			TRUE	TRUE		5774800	10000	79900	12000	12000	5	150	105	105	0	0	345	112	0	48000	0	48000	0	48000	0	50	600	FALSE	10	1000	400	TRUE	320204|320205		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJSpear_01	3022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106513	Ó°ÈÐ´Ì¿Í	Ó°ÈÐ´Ì¿Í		48	0	0	G3031			TRUE	TRUE		24598400	10000	119800	24000	24000	5	150	155	155	0	0	345	112	0	48000	0	48000	0	48000	0	50	600	FALSE	10	1000	400	TRUE	320301|320302|320303|320308|320309		TRUE	TRUE	TRUE	Monster/Campaign_Desert/03_Assassin/5_Mon_Assassin_01	3031	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106514	Ó°ÈÐ·ÉïÚ	Ó°ÈÐÉ±ÊÖ		48	0	0	G3032			TRUE	TRUE		21598400	10000	129800	24000	24000	5	150	155	155	0	0	345	112	0	48000	0	48000	0	48000	0	50	600	FALSE	10	1000	400	TRUE	320304|320305|320306|320308|320309		TRUE	TRUE	TRUE	Monster/Campaign_Desert/03_Assassin/5_Mon_Assassin_02	3032	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106521	¹ÅË¹À¼Âê£¨BOSS£©	Ê¥³Ç»¤·¨Íõ		48	0	2	G5025						44598400	10000	153800	24000	24000	25	170	150	150	0	0	345	112	0	48000	0	48000	0	48000	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/Boss/5_IP_Gusilanma_01	5025	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø6-6																																																																																
106601	ÖÀÃ¬²¼Â³·ò	¸ç²¼ÁÖÃ¬±ø		49	0	0	G1012	1		FALSE	TRUE		4600700	10000	86100	12250	12250	5	190	155	155	0	0	345	112	0	49000	0	49000	0	49000	0	50	600	FALSE	10	1000	400	TRUE	300105		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106602	¸«Í·²¼Â³·ò	¸ç²¼ÁÖ¸«ÊÖ		49	0		G1011			FALSE	TRUE		5750800	10000	78200	12250	12250	5	190	155	155	0	0	345	112	0	49000	0	49000	0	49000	0	50	600	FALSE	10	1000	400	TRUE	300103|300104		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106603	×Ý»ð²¼Â³·ò	¸ç²¼ÁÖ»ðÍ½		49	0		G1014			FALSE	TRUE		5250800	10000	83200	12250	12250	5	190	155	155	0	0	345	112	0	49000	0	49000	0	49000	0	50	600	FALSE	10	1000	400	TRUE	300106		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106604	¹Ç¸«Ð¡ÀÇÈË	¹Ç¸«Ð¡ÀÇÈË		49	0		G1022			FALSE	TRUE		5750800	10000	86100	12250	12250	5	190	155	155	0	0	345	112	0	49000	0	49000	0	49000	0	50	600	FALSE	10	1000	400	TRUE	300203|300204		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_02	1022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106605	Ç¿»¯µÄ×Ý»ð²¼Â³·ò	¸ç²¼ÁÖ»ðÍ½		49	0	1	G1014	1.4		TRUE	TRUE		23006400	10000	116400	24500	24500	5	190	155	155	0	0	345	112	0	49000	0	49000	0	49000	0	50	200	FALSE	10	1000	400	TRUE	370101	300123	TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106606	¸«Í·²¼Â³·ò¾«Ó¢¹Ö	¾«Ó¢¸«ÊÖ		49	0	1	G1011	1.4		TRUE	TRUE		26006400	10000	106400	24500	24500	5	190	155	155	0	0	345	112	0	49000	0	49000	0	49000	0	50	200	FALSE	7	1000	400	TRUE	300126		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106607	Àû×¦ÀÇÈË¾«Ó¢£¨BOSS£©	Àû×¦¾«Ó¢ÀÇ		49	0	1	G1021	1.4		TRUE	TRUE		46006400	10000	156400	24500	24500	5	190	155	155	0	0	345	112	0	49000	0	49000	0	49000	0	50	600	FALSE	10	1000	400	TRUE	300201|300202		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_01	1021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø6-7																																																																																
106701	¿ó¹¤³úÍ·	¿ó¹¤ÍÚ¾òÕß		49	0	0	G2031			TRUE	TRUE		6901000	10000	68900	12250	12250	5	190	155	155	0	0	345	112	0	49000	0	49000	0	49000	0	50	200	FALSE	7	1000	400	TRUE	310303|310304		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_HoeMiner_01	2031	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106702	¿ó¹¤Ë®¾§±¬ÆÆÕß	¿ó¹¤±¬ÆÆÕß		49	0	0	G2032			TRUE	TRUE		6901000	10000	78200	12250	12250	5	190	155	155	0	0	345	112	0	49000	0	49000	0	49000	0	50	200	FALSE	10	1000	400	TRUE	310301	310305	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_BombMiner_01	2032	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
106703	¹öµØÀÏÊó	¹öµØÊóÈË		49	0	1	G1051	1		TRUE	TRUE		5750800	10000	78200	12250	12250	5	190	155	155	0	0	345	112	0	49000	0	49000	0	49000	0	50	200	FALSE	30	1000	400	TRUE	300501|300502|300505		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_BurrowMouse_01	1051	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
